timestamp,sensor_id,plant_type,location,temperature_c,soil_moisture,light_level,pump_active
2023-07-28 19:00:00,,Fiddle Leaf Fig,Living Room,21.04,39.67,941.11,0
2023-07-28 20:00:00,,Fiddle Leaf Fig,Living Room,20.37,39.82,789.33,0
2023-07-28 21:00:00,,Fiddle Leaf Fig,Living Room,18.47,34.73,700.13,1
2023-07-28 22:00:00,,Fiddle Leaf Fig,Living Room,18.25,46.38,505.06,0
2023-07-28 23:00:00,,Fiddle Leaf Fig,Living Room,15.88,43.51,493.24,0
2023-07-29 00:00:00,,Fiddle Leaf Fig,Living Room,15.71,61.99,198.22,0
2023-07-29 01:00:00,,Fiddle Leaf Fig,Living Room,15.71,52.02,281.59,0
2023-07-29 02:00:00,,Fiddle Leaf Fig,Living Room,13.88,51.83,393.97,0
2023-07-29 03:00:00,,Fiddle Leaf Fig,Living Room,15.0,,383.88,0
2023-07-29 04:00:00,,Fiddle Leaf Fig,Living Room,16.19,45.79,622.44,0
2023-07-29 05:00:00,,Fiddle Leaf Fig,Living Room,16.16,43.6,691.05,0
2023-07-29 06:00:00,,Fiddle Leaf Fig,Living Room,16.55,,865.92,0
2023-07-29 07:00:00,,Fiddle Leaf Fig,Living Room,18.5,42.79,899.68,0
2023-07-29 08:00:00,,Fiddle Leaf Fig,Living Room,20.17,32.33,1056.61,1
2023-07-29 09:00:00,,Fiddle Leaf Fig,Living Room,21.46,37.95,1162.01,0
2023-07-29 10:00:00,,Fiddle Leaf Fig,Living Room,23.11,32.18,1255.65,1
2023-07-29 11:00:00,,Fiddle Leaf Fig,Living Room,23.86,30.95,1241.31,1
2023-07-29 12:00:00,,Fiddle Leaf Fig,Living Room,24.67,31.73,1346.21,1
2023-07-29 13:00:00,,Fiddle Leaf Fig,Living Room,24.5,24.04,1433.66,1
2023-07-29 14:00:00,,Fiddle Leaf Fig,Living Room,25.3,30.44,1420.67,1
2023-07-29 15:00:00,,Fiddle Leaf Fig,Living Room,24.74,28.56,1425.49,1
2023-07-29 16:00:00,,Fiddle Leaf Fig,Living Room,25.11,33.47,1226.12,1
2023-07-29 17:00:00,,Fiddle Leaf Fig,Living Room,22.97,34.76,1158.47,1
2023-07-29 18:00:00,,Fiddle Leaf Fig,Living Room,22.88,35.83,1003.04,0
2023-07-29 19:00:00,,Fiddle Leaf Fig,Living Room,21.78,33.76,957.6,1
2023-07-29 20:00:00,,Fiddle Leaf Fig,Living Room,19.81,39.7,789.68,0
2023-07-29 21:00:00,,Fiddle Leaf Fig,Living Room,19.26,34.57,652.47,1
2023-07-29 22:00:00,,Fiddle Leaf Fig,Living Room,16.58,45.98,500.45,0
2023-07-29 23:00:00,,Fiddle Leaf Fig,Living Room,16.57,46.56,472.31,0
2023-07-30 00:00:00,,Fiddle Leaf Fig,Living Room,16.0,59.91,178.83,0
2023-07-30 01:00:00,,Fiddle Leaf Fig,Living Room,14.97,58.25,236.76,0
2023-07-30 02:00:00,,Fiddle Leaf Fig,Living Room,15.81,47.58,376.77,0
2023-07-30 03:00:00,,Fiddle Leaf Fig,Living Room,16.08,46.9,462.35,0
2023-07-30 04:00:00,,Fiddle Leaf Fig,Living Room,15.27,50.56,575.17,0
2023-07-30 05:00:00,,Fiddle Leaf Fig,Living Room,16.63,38.36,652.18,0
2023-07-30 06:00:00,,Fiddle Leaf Fig,Living Room,17.34,41.58,798.87,0
2023-07-30 07:00:00,,Fiddle Leaf Fig,Living Room,18.55,33.02,1005.68,1
2023-07-30 08:00:00,,Fiddle Leaf Fig,Living Room,20.11,42.39,1064.19,0
2023-07-30 09:00:00,,Fiddle Leaf Fig,Living Room,22.27,33.15,1183.91,1
2023-07-30 10:00:00,,Fiddle Leaf Fig,Living Room,21.97,31.02,1255.12,1
2023-07-30 11:00:00,,Fiddle Leaf Fig,Living Room,24.05,33.09,1346.15,1
2023-07-30 12:00:00,,Fiddle Leaf Fig,Living Room,24.27,33.68,1397.59,1
2023-07-30 13:00:00,,Fiddle Leaf Fig,Living Room,24.26,27.4,1458.25,1
2023-07-30 14:00:00,,Fiddle Leaf Fig,Living Room,24.62,35.63,1399.31,0
2023-07-30 15:00:00,,Fiddle Leaf Fig,Living Room,24.5,,1275.71,0
2023-07-30 16:00:00,,Fiddle Leaf Fig,Living Room,24.92,32.08,1275.81,1
2023-07-30 17:00:00,,Fiddle Leaf Fig,Living Room,23.81,35.63,1066.47,0
2023-07-30 18:00:00,,Fiddle Leaf Fig,Living Room,22.33,32.37,1049.75,1
2023-07-30 19:00:00,,Fiddle Leaf Fig,Living Room,21.15,28.36,1004.44,1
2023-07-30 20:00:00,,Fiddle Leaf Fig,Living Room,20.64,34.18,816.9,1
2023-07-30 21:00:00,,Fiddle Leaf Fig,Living Room,18.17,43.57,608.82,0
2023-07-30 22:00:00,,Fiddle Leaf Fig,Living Room,17.61,45.81,488.38,0
2023-07-30 23:00:00,,Fiddle Leaf Fig,Living Room,17.0,44.85,513.97,0
2023-07-31 00:00:00,,Fiddle Leaf Fig,Living Room,16.71,57.05,164.31,0
2023-07-01 00:00:00,A-2,Monstera,Living Room,15.88,55.17,212.35,0
2023-07-01 01:00:00,A-2,Monstera,Living Room,15.27,50.93,214.22,0
2023-07-01 02:00:00,A-2,Monstera,Living Room,15.13,51.06,330.78,0
2023-07-01 03:00:00,A-2,Monstera,Living Room,15.63,54.94,348.62,0
2023-07-01 04:00:00,A-2,Monstera,Living Room,15.96,46.99,471.38,0
2023-07-01 05:00:00,A-2,Monstera,Living Room,16.82,41.61,654.35,0
2023-07-01 06:00:00,A-2,Monstera,Living Room,18.12,46.88,785.78,0
2023-07-01 07:00:00,A-2,Monstera,Living Room,18.45,41.04,916.47,0
2023-07-01 08:00:00,A-2,Monstera,Living Room,20.04,31.14,1064.26,1
2023-07-01 09:00:00,A-2,Monstera,Living Room,20.72,30.35,1089.73,1
2023-07-01 10:00:00,A-2,Monstera,Living Room,21.82,34.57,1242.8,1
2023-07-01 11:00:00,A-2,Monstera,Living Room,23.74,32.42,1347.13,1
2023-07-01 12:00:00,A-2,Monstera,Living Room,23.73,28.8,1300.82,1
2023-07-01 13:00:00,A-2,Monstera,Living Room,25.08,37.71,1363.59,0
2023-07-01 14:00:00,A-2,Monstera,Living Room,25.6,29.23,1440.25,1
2023-07-01 15:00:00,A-2,Monstera,Living Room,25.26,26.49,1347.53,1
2023-07-01 16:00:00,A-2,Monstera,Living Room,23.93,27.62,1367.73,1
2023-07-01 17:00:00,A-2,Monstera,Living Room,23.79,39.59,1248.55,0
2023-07-01 18:00:00,A-2,Monstera,Living Room,22.3,33.93,1070.1,1
2023-07-01 19:00:00,A-2,Monstera,Living Room,21.51,38.09,806.9,0
2023-07-01 20:00:00,A-2,Monstera,Living Room,20.06,36.69,766.25,0
2023-07-01 21:00:00,A-2,Monstera,Living Room,18.43,42.6,659.14,0
2023-07-01 22:00:00,A-2,Monstera,Living Room,17.6,42.25,509.3,0
2023-07-01 23:00:00,A-2,Monstera,Living Room,15.58,45.73,479.1,0
2023-07-02 00:00:00,A-2,Monstera,Living Room,16.36,62.1,238.37,0
2023-07-02 01:00:00,A-2,Monstera,Living Room,16.31,57.14,303.87,0
2023-07-02 02:00:00,A-2,Monstera,Living Room,14.36,51.02,338.18,0
2023-07-02 03:00:00,A-2,Monstera,Living Room,15.52,49.82,368.86,0
2023-07-02 04:00:00,A-2,Monstera,Living Room,15.27,43.65,515.79,0
2023-07-02 05:00:00,A-2,Monstera,Living Room,15.0,47.9,769.14,0
2023-07-02 06:00:00,A-2,Monstera,Living Room,17.31,47.72,884.79,0
2023-07-02 07:00:00,A-2,Monstera,Living Room,18.79,38.57,866.68,0
2023-07-02 08:00:00,A-2,Monstera,Living Room,20.07,36.9,1037.6,0
2023-07-02 09:00:00,A-2,Monstera,Living Room,21.32,33.51,1121.06,1
,,Monstera,Living Room,,,,0
2023-07-02 11:00:00,,Monstera,Living Room,24.11,31.65,1409.9,1
2023-07-02 12:00:00,,Monstera,Living Room,23.03,30.32,1334.43,1
2023-07-02 13:00:00,,Monstera,Living Room,25.59,28.33,1433.25,1
2023-07-02 14:00:00,,Monstera,Living Room,24.2,29.42,1409.77,1
2023-07-02 15:00:00,,Monstera,Living Room,25.24,30.69,1338.18,1
2023-07-02 16:00:00,,Monstera,Living Room,24.15,32.04,1271.36,1
2023-07-02 17:00:00,,Monstera,Living Room,23.7,34.37,1171.04,1
2023-07-02 18:00:00,,Monstera,Living Room,22.23,28.89,1145.93,1
2023-07-02 19:00:00,,Monstera,Living Room,20.9,39.73,954.73,0
2023-07-02 20:00:00,,Monstera,Living Room,18.89,42.86,751.72,0
2023-07-02 21:00:00,,Monstera,Living Room,18.42,39.55,607.79,0
2023-07-02 22:00:00,,Monstera,Living Room,18.53,47.88,614.54,0
2023-07-02 23:00:00,,Monstera,Living Room,17.51,46.88,505.63,0
2023-07-03 00:00:00,,Monstera,Living Room,15.26,62.48,231.59,0
2023-07-03 01:00:00,,Monstera,Living Room,15.86,57.53,275.08,0
2023-07-03 02:00:00,,Monstera,Living Room,15.73,48.13,304.33,0
2023-07-03 03:00:00,,Monstera,Living Room,14.25,52.07,424.29,0
2023-07-03 04:00:00,,Monstera,Living Room,15.73,45.08,551.31,0
2023-07-03 05:00:00,,Monstera,Living Room,16.94,45.35,669.07,0
2023-07-03 06:00:00,,Monstera,Living Room,18.04,46.05,785.13,0
2023-07-03 07:00:00,,Monstera,Living Room,18.07,37.24,947.86,0
2023-07-03 08:00:00,,Monstera,Living Room,19.68,41.41,1166.57,0
2023-07-03 09:00:00,,Monstera,Living Room,21.33,33.59,1109.42,1
2023-07-03 10:00:00,,Monstera,Living Room,22.04,35.74,1322.52,0
2023-07-03 11:00:00,,Monstera,Living Room,24.69,36.48,1266.61,0
2023-07-03 12:00:00,,Monstera,Living Room,24.9,34.79,1336.29,1
2023-07-03 13:00:00,,Monstera,Living Room,25.0,28.71,1388.63,1
2023-07-03 14:00:00,,Monstera,Living Room,24.64,30.91,1487.45,1
2023-07-03 15:00:00,,Monstera,Living Room,24.44,27.16,1394.68,1
2023-07-03 16:00:00,,Monstera,Living Room,24.12,33.09,1260.14,1
2023-07-03 17:00:00,,Monstera,Living Room,23.04,36.5,1159.89,0
2023-07-03 18:00:00,,Monstera,Living Room,22.95,34.47,961.42,1
2023-07-03 19:00:00,,Monstera,Living Room,20.88,31.25,971.71,1
2023-07-03 20:00:00,,Monstera,Living Room,19.68,40.12,788.2,0
2023-07-03 21:00:00,,Monstera,Living Room,18.54,39.67,684.99,0
2023-07-03 22:00:00,,Monstera,Living Room,17.73,42.4,490.17,0
2023-07-03 23:00:00,,Monstera,Living Room,16.59,47.32,436.54,0
2023-07-04 00:00:00,,Monstera,Living Room,15.45,55.63,237.28,0
2023-07-04 01:00:00,,Monstera,Living Room,15.17,56.14,155.09,0
2023-07-04 02:00:00,,Monstera,Living Room,16.11,53.69,349.57,0
2023-07-04 03:00:00,,Monstera,Living Room,15.77,52.34,363.01,0
2023-07-04 04:00:00,,Monstera,Living Room,15.97,49.9,591.14,0
2023-07-04 05:00:00,,Monstera,Living Room,16.43,44.91,670.13,0
2023-07-04 06:00:00,,Monstera,Living Room,17.42,41.02,744.02,0
2023-07-04 07:00:00,,Monstera,Living Room,19.01,47.22,890.99,0
2023-07-04 08:00:00,,Monstera,Living Room,20.13,40.01,1087.0,0
2023-07-04 09:00:00,,Monstera,Living Room,21.9,38.12,1226.96,0
2023-07-04 10:00:00,,Monstera,Living Room,22.34,33.25,1315.76,1
2023-07-04 11:00:00,,Monstera,Living Room,24.07,29.8,1413.21,1
2023-07-04 12:00:00,,Monstera,Living Room,23.91,35.84,1358.73,0
2023-07-04 13:00:00,,Monstera,Living Room,25.04,26.86,1401.97,1
2023-07-04 14:00:00,,Monstera,Living Room,24.34,30.51,1435.59,1
2023-07-04 15:00:00,,Monstera,Living Room,24.74,34.25,1335.26,1
2023-07-04 16:00:00,,Monstera,Living Room,25.18,33.62,1238.0,1
2023-07-04 17:00:00,,Monstera,Living Room,22.94,35.63,1058.29,0
2023-07-04 18:00:00,,Monstera,Living Room,22.09,33.83,1099.99,1
2023-07-04 19:00:00,,Monstera,Living Room,21.11,33.85,866.11,1
2023-07-04 20:00:00,,Monstera,Living Room,20.26,38.33,816.08,0
2023-07-04 21:00:00,,Monstera,Living Room,17.62,44.39,675.41,0
2023-07-04 22:00:00,,Monstera,Living Room,16.76,41.06,602.31,0
2023-07-04 23:00:00,,Monstera,Living Room,16.52,45.69,528.01,0
2023-07-05 00:00:00,,Monstera,Living Room,15.66,60.65,174.39,0
2023-07-05 01:00:00,,Monstera,Living Room,14.68,57.46,324.59,0
2023-07-05 02:00:00,,Monstera,Living Room,14.72,50.62,291.8,0
2023-07-05 03:00:00,,Monstera,Living Room,14.28,44.62,449.48,0
2023-07-05 04:00:00,,Monstera,Living Room,15.06,47.27,435.89,0
2023-07-05 05:00:00,,Monstera,Living Room,16.39,41.59,650.15,0
2023-07-05 06:00:00,,Monstera,Living Room,16.91,39.48,815.82,0
2023-07-05 07:00:00,,Monstera,Living Room,18.8,41.4,998.68,0
2023-07-05 08:00:00,,Monstera,Living Room,19.79,36.57,1060.72,0
2023-07-05 09:00:00,,Monstera,Living Room,21.21,32.61,1184.7,1
2023-07-05 10:00:00,,Monstera,Living Room,21.99,34.55,1208.23,1
2023-07-05 11:00:00,,Monstera,Living Room,23.55,34.76,1242.16,1
2023-07-05 12:00:00,,Monstera,Living Room,24.74,32.06,1342.13,1
2023-07-05 13:00:00,,Monstera,Living Room,24.64,30.0,1393.81,1
2023-07-05 14:00:00,,Monstera,Living Room,24.41,31.88,1364.96,1
2023-07-05 15:00:00,,Monstera,Living Room,24.49,27.67,1399.17,1
2023-07-05 16:00:00,,Monstera,Living Room,24.57,33.24,1328.19,1
2023-07-05 17:00:00,,Monstera,Living Room,24.05,30.03,1102.95,1
2023-07-05 18:00:00,,Monstera,Living Room,22.3,33.37,1011.93,1
2023-07-05 19:00:00,,Monstera,Living Room,21.78,40.79,864.93,0
2023-07-05 20:00:00,,Monstera,Living Room,20.41,33.55,792.5,1
2023-07-05 21:00:00,,Monstera,Living Room,19.35,39.0,611.13,0
2023-07-05 22:00:00,,Monstera,Living Room,17.42,41.91,503.47,0
2023-07-05 23:00:00,,Monstera,Living Room,16.46,43.89,415.13,0
2023-07-06 00:00:00,,Monstera,Living Room,15.31,63.08,231.02,0
2023-07-06 01:00:00,,Monstera,Living Room,14.48,52.26,267.31,0
2023-07-06 02:00:00,,Monstera,Living Room,14.26,53.54,378.4,0
2023-07-06 03:00:00,,Monstera,Living Room,14.4,51.05,416.09,0
2023-07-06 04:00:00,,Monstera,Living Room,15.76,48.97,536.47,0
2023-07-06 05:00:00,,Monstera,Living Room,16.54,46.71,708.97,0
2023-07-06 06:00:00,,Monstera,Living Room,17.79,45.14,780.35,0
2023-07-06 07:00:00,,Monstera,Living Room,19.4,40.93,969.04,0
2023-07-06 08:00:00,,Monstera,Living Room,20.19,34.59,1143.78,1
2023-07-06 09:00:00,,Monstera,Living Room,21.96,37.41,1103.75,0
2023-07-06 10:00:00,,Monstera,Living Room,22.13,31.39,1319.57,1
2023-07-06 11:00:00,,Monstera,Living Room,23.49,35.49,1368.0,0
2023-07-06 12:00:00,,Monstera,Living Room,24.3,26.92,1367.64,1
2023-07-06 13:00:00,,Monstera,Living Room,25.31,27.59,1423.12,1
2023-07-06 14:00:00,,Monstera,Living Room,25.09,33.24,1429.33,1
2023-07-06 15:00:00,,Monstera,Living Room,25.45,30.26,1273.94,1
2023-07-06 16:00:00,,Monstera,Living Room,23.94,24.76,1239.25,1
2023-07-06 17:00:00,,Monstera,Living Room,23.8,32.0,1195.5,1
2023-07-06 18:00:00,,Monstera,Living Room,21.86,35.84,1169.54,0
2023-07-06 19:00:00,,Monstera,Living Room,21.25,39.27,921.54,0
2023-07-06 20:00:00,,Monstera,Living Room,20.09,40.16,802.47,0
2023-07-06 21:00:00,,Monstera,Living Room,18.4,40.98,684.64,0
2023-07-06 22:00:00,,Monstera,Living Room,16.56,39.22,519.81,0
2023-07-06 23:00:00,,Monstera,Living Room,16.64,46.49,435.48,0
2023-07-07 00:00:00,,Monstera,Living Room,16.39,62.92,283.17,0
2023-07-07 01:00:00,,Monstera,Living Room,15.29,57.31,155.31,0
2023-07-07 02:00:00,,Monstera,Living Room,14.73,50.41,427.07,0
2023-07-07 03:00:00,,Monstera,Living Room,14.18,43.91,463.46,0
2023-07-07 04:00:00,,Monstera,Living Room,15.68,46.53,435.78,0
2023-07-07 05:00:00,,Monstera,Living Room,17.29,42.04,684.52,0
2023-07-07 06:00:00,,Monstera,Living Room,17.48,43.99,731.66,0
2023-07-07 07:00:00,,Monstera,Living Room,18.46,39.76,965.18,0
2023-07-07 08:00:00,,Monstera,Living Room,19.3,38.23,1011.08,0
2023-07-07 09:00:00,,Monstera,Living Room,21.25,34.2,1145.14,1
2023-07-07 10:00:00,,Monstera,Living Room,22.85,29.54,1377.6,1
2023-07-07 11:00:00,,Monstera,Living Room,23.2,30.36,1324.67,1
2023-07-07 12:00:00,,Monstera,Living Room,24.2,34.05,1464.88,1
2023-07-07 13:00:00,,Monstera,Living Room,24.25,28.96,1258.05,1
2023-07-07 14:00:00,,Monstera,Living Room,25.48,28.93,1383.84,1
2023-07-07 15:00:00,,Monstera,Living Room,24.02,34.07,1355.56,1
2023-07-07 16:00:00,,Monstera,Living Room,24.12,33.08,1263.88,1
2023-07-07 17:00:00,,Monstera,Living Room,23.77,29.8,1183.84,1
2023-07-07 18:00:00,,Monstera,Living Room,22.6,33.45,1108.43,1
2023-07-07 19:00:00,,Monstera,Living Room,20.82,32.93,949.44,1
2023-07-07 20:00:00,,Monstera,Living Room,19.68,41.11,740.54,0
2023-07-07 21:00:00,,Monstera,Living Room,17.94,38.77,659.24,0
2023-07-07 22:00:00,,Monstera,Living Room,17.56,41.55,520.25,0
2023-07-07 23:00:00,,Monstera,Living Room,17.3,49.0,330.32,0
2023-07-08 00:00:00,,Monstera,Living Room,15.56,58.32,258.02,0
2023-07-08 01:00:00,,Monstera,Living Room,14.62,55.13,330.44,0
2023-07-08 02:00:00,,Monstera,Living Room,15.11,51.02,360.68,0
2023-07-08 03:00:00,,Monstera,Living Room,14.42,54.24,386.96,0
2023-07-08 04:00:00,,Monstera,Living Room,16.11,51.43,524.96,0
2023-07-08 05:00:00,,Monstera,Living Room,17.04,49.39,627.62,0
2023-07-08 06:00:00,,Monstera,Living Room,16.73,36.51,787.87,0
2023-07-08 07:00:00,,Monstera,Living Room,18.4,42.62,926.65,0
2023-07-08 08:00:00,,Monstera,Living Room,20.1,42.98,1016.29,0
2023-07-08 09:00:00,,Monstera,Living Room,21.17,38.82,1174.21,0
2023-07-08 10:00:00,,Monstera,Living Room,23.14,34.95,1266.3,1
2023-07-08 11:00:00,,Monstera,Living Room,23.84,33.7,1422.5,1
2023-07-08 12:00:00,,Monstera,Living Room,24.49,31.42,1404.38,1
2023-07-08 13:00:00,,Monstera,Living Room,24.8,31.37,1456.39,1
2023-07-08 14:00:00,,Monstera,Living Room,24.63,29.57,1411.28,1
2023-07-08 15:00:00,,Monstera,Living Room,24.84,30.42,1364.57,1
2023-07-08 16:00:00,,Monstera,Living Room,23.41,31.2,1254.23,1
2023-07-08 17:00:00,,Monstera,Living Room,22.76,31.47,1166.06,1
2023-07-08 18:00:00,,Monstera,Living Room,22.02,35.17,1059.87,0
2023-07-08 19:00:00,,Monstera,Living Room,22.2,36.71,916.37,0
2023-07-08 20:00:00,,Monstera,Living Room,19.75,38.98,776.06,0
2023-07-08 21:00:00,,Monstera,Living Room,18.5,41.26,663.33,0
2023-07-08 22:00:00,,Monstera,Living Room,17.63,41.11,420.32,0
2023-07-08 23:00:00,,Monstera,Living Room,17.01,36.04,347.62,0
2023-07-09 00:00:00,,Monstera,Living Room,15.96,54.82,227.23,0
2023-07-09 01:00:00,,Monstera,Living Room,15.23,57.05,228.1,0
2023-07-09 02:00:00,,Monstera,Living Room,13.57,51.31,318.08,0
2023-07-09 03:00:00,,Monstera,Living Room,15.57,,332.94,0
2023-07-09 04:00:00,,Monstera,Living Room,15.95,42.45,522.71,0
2023-07-09 05:00:00,,Monstera,Living Room,17.46,40.97,780.51,0
2023-07-09 06:00:00,,Monstera,Living Room,17.33,41.85,925.58,0
2023-07-09 07:00:00,,Monstera,Living Room,18.78,43.46,1030.11,0
2023-07-09 08:00:00,,Monstera,Living Room,19.7,31.87,1017.77,1
2023-07-09 09:00:00,,Monstera,Living Room,21.47,38.73,1242.41,0
2023-07-09 10:00:00,,Monstera,Living Room,22.23,,1183.25,0
2023-07-09 11:00:00,,Monstera,Living Room,23.62,34.01,1450.39,1
2023-07-09 12:00:00,,Monstera,Living Room,24.3,28.45,1395.43,1
2023-07-09 13:00:00,,Monstera,Living Room,24.41,30.84,1471.22,1
2023-07-09 14:00:00,,Monstera,Living Room,24.56,30.12,1422.93,1
2023-07-09 15:00:00,,Monstera,Living Room,24.98,28.01,1240.8,1
2023-07-09 16:00:00,,Monstera,Living Room,24.79,30.29,1262.49,1
2023-07-09 17:00:00,,Monstera,Living Room,22.52,31.14,1169.03,1
2023-07-09 18:00:00,,Monstera,Living Room,22.02,29.59,1164.99,1
2023-07-09 19:00:00,,Monstera,Living Room,21.87,33.47,982.17,1
2023-07-09 20:00:00,,Monstera,Living Room,20.1,39.58,875.46,0
2023-07-09 21:00:00,,Monstera,Living Room,17.96,43.73,656.06,0
2023-07-09 22:00:00,,Monstera,Living Room,16.74,40.17,490.44,0
2023-07-09 23:00:00,,Monstera,Living Room,15.98,41.05,461.08,0
2023-07-10 00:00:00,,Monstera,Living Room,14.87,60.4,183.54,0
2023-07-10 01:00:00,,Monstera,Living Room,15.19,57.12,172.13,0
2023-07-10 02:00:00,,Monstera,Living Room,15.19,56.28,274.53,0
2023-07-10 03:00:00,,Monstera,Living Room,15.16,53.77,420.54,0
2023-07-10 04:00:00,,Monstera,Living Room,15.13,50.13,509.89,0
2023-07-10 05:00:00,,Monstera,Living Room,16.81,47.01,608.8,0
2023-07-10 06:00:00,,Monstera,Living Room,17.6,43.73,716.95,0
2023-07-10 07:00:00,,Monstera,Living Room,19.18,45.53,943.11,0
2023-07-10 08:00:00,,Monstera,Living Room,20.51,32.76,1057.96,1
2023-07-10 09:00:00,,Monstera,Living Room,20.28,34.9,1176.47,1
2023-07-10 10:00:00,,Monstera,Living Room,21.66,36.13,1289.31,0
2023-07-10 11:00:00,,Monstera,Living Room,23.83,33.53,1374.59,1
2023-07-10 12:00:00,,Monstera,Living Room,23.92,38.09,1355.13,0
2023-07-10 13:00:00,,Monstera,Living Room,24.49,25.96,1411.16,1
2023-07-10 14:00:00,,Monstera,Living Room,24.73,32.91,1434.68,1
2023-07-10 15:00:00,,Monstera,Living Room,23.64,32.07,1442.68,1
2023-07-10 16:00:00,,Monstera,Living Room,23.94,32.53,1235.76,1
2023-07-10 17:00:00,,Monstera,Living Room,23.23,30.86,1153.88,1
2023-07-10 18:00:00,,Monstera,Living Room,21.78,36.69,1086.07,0
2023-07-10 19:00:00,,Monstera,Living Room,21.71,33.26,865.64,1
2023-07-10 20:00:00,,Monstera,Living Room,19.52,40.64,854.0,0
2023-07-10 21:00:00,,Monstera,Living Room,18.95,37.34,720.08,0
2023-07-10 22:00:00,,Monstera,Living Room,17.67,44.99,533.41,0
2023-07-10 23:00:00,,Monstera,Living Room,16.73,42.92,469.71,0
2023-07-11 00:00:00,,Monstera,Living Room,15.64,59.94,225.07,0
2023-07-11 01:00:00,,Monstera,Living Room,14.99,59.78,148.5,0
2023-07-11 02:00:00,,Monstera,Living Room,14.46,49.52,285.87,0
2023-07-11 03:00:00,,Monstera,Living Room,15.22,44.78,401.76,0
2023-07-11 04:00:00,,Monstera,Living Room,14.55,49.54,512.02,0
2023-07-11 05:00:00,,Monstera,Living Room,16.29,40.6,691.49,0
2023-07-11 06:00:00,,Monstera,Living Room,17.61,44.13,827.59,0
2023-07-11 07:00:00,,Monstera,Living Room,17.74,37.18,895.44,0
2023-07-11 08:00:00,,Monstera,Living Room,20.05,36.07,1035.58,0
2023-07-11 09:00:00,,Monstera,Living Room,21.87,39.36,1188.92,0
2023-07-11 10:00:00,,Monstera,Living Room,22.64,36.04,1191.52,0
2023-07-11 11:00:00,,Monstera,Living Room,24.13,35.05,1433.05,0
2023-07-11 12:00:00,,Monstera,Living Room,24.91,32.9,1427.46,1
2023-07-11 13:00:00,,Monstera,Living Room,24.99,34.98,1464.19,1
2023-07-11 14:00:00,,Monstera,Living Room,25.27,33.3,1361.9,1
2023-07-11 15:00:00,,Monstera,Living Room,24.23,28.73,1354.87,1
2023-07-11 16:00:00,,Monstera,Living Room,24.61,30.1,1290.13,1
2023-07-11 17:00:00,,Monstera,Living Room,23.73,31.16,1126.22,1
2023-07-11 18:00:00,,Monstera,Living Room,22.27,37.52,1020.07,0
2023-07-11 19:00:00,,Monstera,Living Room,20.81,31.26,865.89,1
2023-07-11 20:00:00,,Monstera,Living Room,20.21,38.6,834.52,0
2023-07-11 21:00:00,,Monstera,Living Room,19.03,36.48,663.01,0
2023-07-11 22:00:00,,Monstera,Living Room,18.03,39.7,530.77,0
2023-07-11 23:00:00,,Monstera,Living Room,16.64,43.58,381.01,0
2023-07-12 00:00:00,,Monstera,Living Room,16.21,61.46,274.05,0
2023-07-12 01:00:00,,Monstera,Living Room,15.14,56.07,231.87,0
2023-07-12 02:00:00,,Monstera,Living Room,15.47,50.15,355.94,0
2023-07-12 03:00:00,,Monstera,Living Room,15.54,50.77,394.03,0
2023-07-12 04:00:00,,Monstera,Living Room,15.52,53.27,487.66,0
2023-07-12 05:00:00,,Monstera,Living Room,16.65,44.34,695.7,0
2023-07-12 06:00:00,,Monstera,Living Room,17.47,44.56,869.66,0
2023-07-12 07:00:00,,Monstera,Living Room,18.67,36.73,918.49,0
2023-07-12 08:00:00,,Monstera,Living Room,20.18,42.75,1006.82,0
2023-07-12 09:00:00,,Monstera,Living Room,21.69,38.17,1145.56,0
2023-07-12 10:00:00,,Monstera,Living Room,21.89,33.95,1341.7,1
2023-07-12 11:00:00,,Monstera,Living Room,23.24,35.13,1325.62,0
2023-07-12 12:00:00,,Monstera,Living Room,24.04,37.28,1326.11,0
2023-07-12 13:00:00,,Monstera,Living Room,24.55,31.77,1441.58,1
2023-07-12 14:00:00,,Monstera,Living Room,24.51,34.63,1375.54,1
2023-07-12 15:00:00,,Monstera,Living Room,24.6,29.49,1286.59,1
2023-07-12 16:00:00,,Monstera,Living Room,24.43,32.35,1268.69,1
2023-07-12 17:00:00,,Monstera,Living Room,23.75,32.14,1239.6,1
2023-07-12 18:00:00,,Monstera,Living Room,22.97,33.51,1005.72,1
2023-07-12 19:00:00,,Monstera,Living Room,21.12,37.94,957.98,0
2023-07-12 20:00:00,,Monstera,Living Room,19.58,36.25,872.1,0
2023-07-12 21:00:00,,Monstera,Living Room,18.73,,651.0,0
2023-07-12 22:00:00,,Monstera,Living Room,16.08,40.66,622.41,0
2023-07-12 23:00:00,,Monstera,Living Room,16.8,40.94,397.27,0
2023-07-13 00:00:00,,Monstera,Living Room,15.88,61.74,199.69,0
2023-07-13 01:00:00,,Monstera,Living Room,14.87,51.08,356.83,0
2023-07-13 02:00:00,,Monstera,Living Room,14.97,53.37,330.54,0
2023-07-13 03:00:00,,Monstera,Living Room,16.04,49.38,406.37,0
2023-07-13 04:00:00,,Monstera,Living Room,16.99,46.76,553.77,0
2023-07-13 05:00:00,,Monstera,Living Room,17.57,41.37,694.32,0
2023-07-13 06:00:00,,Monstera,Living Room,17.56,48.5,754.48,0
2023-07-13 07:00:00,,Monstera,Living Room,18.54,40.4,875.59,0
